                                                Tanggal,Nama_Barang,Kategori,Harga_Satuan,Jumlah_Terjual,Ada_Promosi,Hari_Libur
2024-08-27,Tomat,Sayuran,7000,25,0,0
2024-08-28,Tomat,Sayuran,7000,23,0,0
2024-08-29,Tomat,Sayuran,7000,24,0,0
2024-08-30,Tomat,Sayuran,7000,20,0,0
2024-08-31,Tomat,Sayuran,7000,17,0,0
2024-09-01,Tomat,Sayuran,7000,27,0,0
2024-09-02,Tomat,Sayuran,7000,27,0,0
2024-09-03,Tomat,Sayuran,7000,26,0,0
2024-09-04,Tomat,Sayuran,7000,24,0,0
2024-09-05,Tomat,Sayuran,7000,26,0,0
2024-09-06,Tomat,Sayuran,7000,21,0,0
2024-09-07,Tomat,Sayuran,7000,27,0,0
2024-09-08,Tomat,Sayuran,7000,36,0,0
2024-09-09,Tomat,Sayuran,7000,28,0,0
2024-09-10,Tomat,Sayuran,7000,29,0,0
2024-09-11,Tomat,Sayuran,7000,21,0,0
2024-09-12,Tomat,Sayuran,7000,23,0,0
2024-09-13,Tomat,Sayuran,7000,19,0,0
2024-09-14,Tomat,Sayuran,7000,32,0,0
2024-09-15,Tomat,Sayuran,7000,25,0,0
2024-09-16,Tomat,Sayuran,7000,26,0,0
2024-09-17,Tomat,Sayuran,7000,25,0,0
2024-09-18,Tomat,Sayuran,7000,24,0,0
2024-09-19,Tomat,Sayuran,7000,24,0,0
2024-09-20,Tomat,Sayuran,7000,26,0,0
2024-09-21,Tomat,Sayuran,7000,30,0,0
2024-09-22,Tomat,Sayuran,7000,33,0,0
2024-09-23,Tomat,Sayuran,7000,28,0,0
2024-09-24,Tomat,Sayuran,6300,41,1,0
2024-09-25,Tomat,Sayuran,6300,40,1,0
2024-09-26,Tomat,Sayuran,6300,37,1,0
2024-09-27,Tomat,Sayuran,7000,24,0,0
2024-09-28,Tomat,Sayuran,7000,33,0,0
2024-09-29,Tomat,Sayuran,7000,25,0,0
2024-09-30,Tomat,Sayuran,7000,28,0,0
2024-10-01,Tomat,Sayuran,7000,32,0,0
2024-10-02,Tomat,Sayuran,7000,25,0,0
2024-10-03,Tomat,Sayuran,7000,24,0,0
2024-10-04,Tomat,Sayuran,7000,35,0,0
2024-10-05,Tomat,Sayuran,7000,30,0,0
2024-10-06,Tomat,Sayuran,7000,39,0,0
2024-10-07,Tomat,Sayuran,7000,23,0,0
2024-10-08,Tomat,Sayuran,7000,27,0,0
2024-10-09,Tomat,Sayuran,7000,25,0,0
2024-10-10,Tomat,Sayuran,7000,32,0,0
2024-10-11,Tomat,Sayuran,7000,30,0,0
2024-10-12,Tomat,Sayuran,7000,32,0,0
2024-10-13,Tomat,Sayuran,7000,29,0,0
2024-10-14,Tomat,Sayuran,7000,29,0,0
2024-10-15,Tomat,Sayuran,7000,31,0,0
2024-10-16,Tomat,Sayuran,7000,30,0,0
2024-10-17,Tomat,Sayuran,7000,25,0,0
2024-10-18,Tomat,Sayuran,7000,34,0,0
2024-10-19,Tomat,Sayuran,7000,31,0,0
2024-10-20,Tomat,Sayuran,7000,24,0,0
2024-10-21,Tomat,Sayuran,7000,30,0,0
2024-10-22,Tomat,Sayuran,7000,32,0,0
2024-10-23,Tomat,Sayuran,7000,25,0,0
2024-10-24,Tomat,Sayuran,7000,27,0,0
2024-10-25,Tomat,Sayuran,7000,25,0,0
2024-10-26,Tomat,Sayuran,7000,34,0,0
2024-10-27,Tomat,Sayuran,6300,52,1,0
2024-10-28,Tomat,Sayuran,6300,38,1,0
2024-10-29,Tomat,Sayuran,6300,50,1,0
2024-10-30,Tomat,Sayuran,7000,33,0,0
2024-10-31,Tomat,Sayuran,7000,37,0,0
2024-11-01,Tomat,Sayuran,7000,39,0,0
2024-11-02,Tomat,Sayuran,7000,41,0,0
2024-11-03,Tomat,Sayuran,7000,29,0,0
2024-11-04,Tomat,Sayuran,7000,34,0,0
2024-11-05,Tomat,Sayuran,7000,38,0,0
2024-11-06,Tomat,Sayuran,7000,31,0,0
2024-11-07,Tomat,Sayuran,7000,26,0,0
2024-11-08,Tomat,Sayuran,7000,30,0,0
2024-11-09,Tomat,Sayuran,7000,38,0,0
2024-11-10,Tomat,Sayuran,7000,43,0,0
2024-11-11,Tomat,Sayuran,7000,31,0,0
2024-11-12,Tomat,Sayuran,7000,42,0,0
2024-11-13,Tomat,Sayuran,7000,38,0,0
2024-11-14,Tomat,Sayuran,7000,32,0,0
2024-11-15,Tomat,Sayuran,7000,41,0,0
2024-11-16,Tomat,Sayuran,7000,34,0,0
2024-11-17,Tomat,Sayuran,7000,42,0,0
2024-11-18,Tomat,Sayuran,7000,38,0,0
2024-11-19,Tomat,Sayuran,7000,39,0,0
2024-11-20,Tomat,Sayuran,7000,40,0,0
2024-11-21,Tomat,Sayuran,7000,37,0,0
2024-11-22,Tomat,Sayuran,7000,25,0,0
2024-11-23,Tomat,Sayuran,7000,42,0,0
2024-11-24,Tomat,Sayuran,7000,28,0,0
2024-11-25,Tomat,Sayuran,7000,46,0,0
2024-11-26,Tomat,Sayuran,7000,39,0,0
2024-11-27,Tomat,Sayuran,7000,31,0,0
2024-11-28,Tomat,Sayuran,7000,41,0,0
2024-11-29,Tomat,Sayuran,6300,48,1,0
2024-11-30,Tomat,Sayuran,6300,58,1,0
2024-12-01,Tomat,Sayuran,6300,57,1,0
2024-12-02,Tomat,Sayuran,7000,38,0,0
2024-12-03,Tomat,Sayuran,7000,37,0,0
2024-12-04,Tomat,Sayuran,7000,33,0,0
2024-12-05,Tomat,Sayuran,7000,45,0,0
2024-12-06,Tomat,Sayuran,7000,36,0,0
2024-12-07,Tomat,Sayuran,7000,32,0,0
2024-12-08,Tomat,Sayuran,7000,31,0,0
2024-12-09,Tomat,Sayuran,7000,26,0,0
2024-12-10,Tomat,Sayuran,7000,35,0,0
2024-12-11,Tomat,Sayuran,7000,42,0,0
2024-12-12,Tomat,Sayuran,7000,40,0,0
2024-12-13,Tomat,Sayuran,7000,37,0,0
2024-12-14,Tomat,Sayuran,7000,48,0,0
2024-12-15,Tomat,Sayuran,7000,43,0,0
2024-12-16,Tomat,Sayuran,7000,44,0,0
2024-12-17,Tomat,Sayuran,7000,47,0,0
2024-12-18,Tomat,Sayuran,7000,43,0,0
2024-12-19,Tomat,Sayuran,7000,52,0,0
2024-12-20,Tomat,Sayuran,7000,37,0,0
2024-12-21,Tomat,Sayuran,7000,44,0,0
2024-12-22,Tomat,Sayuran,7000,39,0,0
2024-12-23,Tomat,Sayuran,7000,35,0,0
2024-12-24,Tomat,Sayuran,7000,41,0,0
2024-12-25,Tomat,Sayuran,7000,45,0,1
2024-12-26,Tomat,Sayuran,7000,41,0,0
2024-12-27,Tomat,Sayuran,7000,42,0,0
2024-12-28,Tomat,Sayuran,7000,52,0,0
2024-12-29,Tomat,Sayuran,7000,40,0,0
2024-12-30,Tomat,Sayuran,7000,40,0,0
2024-12-31,Tomat,Sayuran,7000,47,0,0
2025-01-01,Tomat,Sayuran,6300,62,1,1
2025-01-02,Tomat,Sayuran,6300,56,1,0
2025-01-03,Tomat,Sayuran,6300,74,1,0
2025-01-04,Tomat,Sayuran,7000,32,0,0
2025-01-05,Tomat,Sayuran,7000,52,0,0
2025-01-06,Tomat,Sayuran,7000,39,0,0
2025-01-07,Tomat,Sayuran,7000,53,0,0
2025-01-08,Tomat,Sayuran,7000,38,0,0
2025-01-09,Tomat,Sayuran,7000,43,0,0
2025-01-10,Tomat,Sayuran,7000,53,0,0
2025-01-11,Tomat,Sayuran,7000,50,0,0
2025-01-12,Tomat,Sayuran,7000,53,0,0
2025-01-13,Tomat,Sayuran,7000,40,0,0
2025-01-14,Tomat,Sayuran,7000,48,0,0
2025-01-15,Tomat,Sayuran,7000,51,0,0
2025-01-16,Tomat,Sayuran,7000,48,0,0
2025-01-17,Tomat,Sayuran,7000,42,0,0
2025-01-18,Tomat,Sayuran,7000,51,0,0
2025-01-19,Tomat,Sayuran,7000,50,0,0
2025-01-20,Tomat,Sayuran,7000,39,0,0
2025-01-21,Tomat,Sayuran,7000,59,0,0
2025-01-22,Tomat,Sayuran,7000,50,0,0
2025-01-23,Tomat,Sayuran,7000,48,0,0
2025-01-24,Tomat,Sayuran,7000,51,0,0
2025-01-25,Tomat,Sayuran,7000,42,0,0
2025-01-26,Tomat,Sayuran,7000,44,0,0
2025-01-27,Tomat,Sayuran,7000,45,0,0
2025-01-28,Tomat,Sayuran,7000,40,0,0
2025-01-29,Tomat,Sayuran,7000,40,0,0
2025-01-30,Tomat,Sayuran,7000,41,0,0
2025-01-31,Tomat,Sayuran,7000,44,0,0
2025-02-01,Tomat,Sayuran,7000,43,0,0
2025-02-02,Tomat,Sayuran,7000,50,0,0
2025-02-03,Tomat,Sayuran,6300,49,1,0
2025-02-04,Tomat,Sayuran,6300,59,1,0
2025-02-05,Tomat,Sayuran,6300,75,1,0
2025-02-06,Tomat,Sayuran,7000,39,0,0
2025-02-07,Tomat,Sayuran,7000,46,0,0
2025-02-08,Tomat,Sayuran,7000,57,0,0
2025-02-09,Tomat,Sayuran,7000,44,0,0
2025-02-10,Tomat,Sayuran,7000,54,0,0
2025-02-11,Tomat,Sayuran,7000,53,0,0
2025-02-12,Tomat,Sayuran,7000,40,0,0
2025-02-13,Tomat,Sayuran,7000,46,0,0
2025-02-14,Tomat,Sayuran,7000,28,0,0
2025-02-15,Tomat,Sayuran,7000,46,0,0
2025-02-16,Tomat,Sayuran,7000,45,0,0
2025-02-17,Tomat,Sayuran,7000,37,0,0
2025-02-18,Tomat,Sayuran,7000,53,0,0
2025-02-19,Tomat,Sayuran,7000,44,0,0
2025-02-20,Tomat,Sayuran,7000,39,0,0
2025-02-21,Tomat,Sayuran,7000,31,0,0
2025-02-22,Tomat,Sayuran,7000,57,0,0
2025-02-23,Tomat,Sayuran,7000,51,0,0
2025-02-24,Tomat,Sayuran,7000,57,0,0
2025-02-25,Tomat,Sayuran,7000,47,0,0
2025-02-26,Tomat,Sayuran,7000,40,0,0
2025-02-27,Tomat,Sayuran,7000,39,0,0
2025-02-28,Tomat,Sayuran,7000,45,0,0
2025-03-01,Tomat,Sayuran,7000,34,0,0
2025-03-02,Tomat,Sayuran,7000,51,0,0
2025-03-03,Tomat,Sayuran,7000,40,0,0
2025-03-04,Tomat,Sayuran,7000,45,0,0
2025-03-05,Tomat,Sayuran,7000,50,0,0
2025-03-06,Tomat,Sayuran,7000,48,0,0
2025-03-07,Tomat,Sayuran,7000,51,0,0
2025-03-08,Tomat,Sayuran,6300,79,1,0
2025-03-09,Tomat,Sayuran,6300,83,1,0
2025-03-10,Tomat,Sayuran,6300,63,1,0
2025-03-11,Tomat,Sayuran,7000,55,0,0
2025-03-12,Tomat,Sayuran,7000,45,0,0
2025-03-13,Tomat,Sayuran,7000,37,0,0
2025-03-14,Tomat,Sayuran,7000,64,0,0
2025-03-15,Tomat,Sayuran,7000,51,0,0
2025-03-16,Tomat,Sayuran,7000,49,0,0
2025-03-17,Tomat,Sayuran,7000,40,0,0
2025-03-18,Tomat,Sayuran,7000,39,0,0
2025-03-19,Tomat,Sayuran,7000,40,0,0
2025-03-20,Tomat,Sayuran,7000,53,0,0
2025-03-21,Tomat,Sayuran,7000,44,0,0
2025-03-22,Tomat,Sayuran,7000,51,0,0
2025-03-23,Tomat,Sayuran,7000,50,0,0
2025-03-24,Tomat,Sayuran,7000,40,0,0
2025-03-25,Tomat,Sayuran,7000,52,0,0
2025-03-26,Tomat,Sayuran,7000,41,0,0
2025-03-27,Tomat,Sayuran,7000,39,0,0
2025-03-28,Tomat,Sayuran,7000,47,0,0
2025-03-29,Tomat,Sayuran,7000,58,0,0
2025-03-30,Tomat,Sayuran,7000,42,0,0
2025-03-31,Tomat,Sayuran,7000,51,0,1
2025-04-01,Tomat,Sayuran,7000,40,0,0
2025-04-02,Tomat,Sayuran,7000,51,0,0
2025-04-03,Tomat,Sayuran,7000,33,0,0
2025-04-04,Tomat,Sayuran,7000,44,0,0
2025-04-05,Tomat,Sayuran,7000,52,0,0
2025-04-06,Tomat,Sayuran,7000,43,0,0
2025-04-07,Tomat,Sayuran,7000,42,0,0
2025-04-08,Tomat,Sayuran,7000,37,0,0
2025-04-09,Tomat,Sayuran,7000,38,0,0
2025-04-10,Tomat,Sayuran,6300,63,1,0
2025-04-11,Tomat,Sayuran,6300,59,1,0
2025-04-12,Tomat,Sayuran,6300,58,1,0
2025-04-13,Tomat,Sayuran,7000,39,0,0
2025-04-14,Tomat,Sayuran,7000,37,0,0
2025-04-15,Tomat,Sayuran,7000,40,0,0
2025-04-16,Tomat,Sayuran,7000,37,0,0
2025-04-17,Tomat,Sayuran,7000,49,0,0
2025-04-18,Tomat,Sayuran,7000,24,0,0
2025-04-19,Tomat,Sayuran,7000,54,0,0
2025-04-20,Tomat,Sayuran,7000,30,0,0
2025-04-21,Tomat,Sayuran,7000,42,0,0
2025-04-22,Tomat,Sayuran,7000,41,0,0
2025-04-23,Tomat,Sayuran,7000,40,0,0
2025-04-24,Tomat,Sayuran,7000,37,0,0
2025-04-25,Tomat,Sayuran,7000,36,0,0
2025-04-26,Tomat,Sayuran,7000,46,0,0
2025-04-27,Tomat,Sayuran,7000,40,0,0
2025-04-28,Tomat,Sayuran,7000,49,0,0
2025-04-29,Tomat,Sayuran,7000,38,0,0
2025-04-30,Tomat,Sayuran,7000,42,0,0
2025-05-01,Tomat,Sayuran,7000,42,0,0
2025-05-02,Tomat,Sayuran,7000,36,0,0
2025-05-03,Tomat,Sayuran,7000,34,0,0
2025-05-04,Tomat,Sayuran,7000,45,0,0
2025-05-05,Tomat,Sayuran,7000,44,0,0
2025-05-06,Tomat,Sayuran,7000,43,0,0
2025-05-07,Tomat,Sayuran,7000,32,0,0
2025-05-08,Tomat,Sayuran,7000,37,0,0
2025-05-09,Tomat,Sayuran,7000,28,0,0
2025-05-10,Tomat,Sayuran,7000,39,0,0
2025-05-11,Tomat,Sayuran,7000,33,0,0
2025-05-12,Tomat,Sayuran,7000,35,0,0
2025-05-13,Tomat,Sayuran,6300,43,1,0
2025-05-14,Tomat,Sayuran,6300,43,1,0
2025-05-15,Tomat,Sayuran,6300,51,1,0
2025-05-16,Tomat,Sayuran,7000,44,0,0
2025-05-17,Tomat,Sayuran,7000,26,0,0
2025-05-18,Tomat,Sayuran,7000,35,0,0
2025-05-19,Tomat,Sayuran,7000,33,0,0
2025-05-20,Tomat,Sayuran,7000,34,0,0
2025-05-21,Tomat,Sayuran,7000,32,0,0
2025-05-22,Tomat,Sayuran,7000,33,0,0
2025-05-23,Tomat,Sayuran,7000,35,0,0
2025-05-24,Tomat,Sayuran,7000,29,0,0
2025-05-25,Tomat,Sayuran,7000,34,0,0
2025-05-26,Tomat,Sayuran,7000,30,0,0
2025-05-27,Tomat,Sayuran,7000,29,0,0
2025-05-28,Tomat,Sayuran,7000,30,0,0
2025-05-29,Tomat,Sayuran,7000,32,0,0
2025-05-30,Tomat,Sayuran,7000,33,0,0
2025-05-31,Tomat,Sayuran,7000,23,0,0
2022-01-01,Ayam,Protein,35000,113,0,1
2022-01-02,Ayam,Protein,35000,39,0,0
2022-01-03,Ayam,Protein,35000,38,0,0
2022-01-04,Ayam,Protein,35000,39,0,0
2022-01-05,Ayam,Protein,35000,36,0,0
2022-01-06,Ayam,Protein,35000,42,0,0
2022-01-07,Ayam,Protein,35000,39,0,0
2022-01-08,Ayam,Protein,35000,52,0,0
2022-01-09,Ayam,Protein,35000,45,0,0
2022-01-10,Ayam,Protein,31500,46,1,0
2022-01-11,Ayam,Protein,31500,40,1,0
2022-01-12,Ayam,Protein,31500,46,1,0
2022-01-13,Ayam,Protein,35000,28,0,0
2022-01-14,Ayam,Protein,35000,32,0,0
2022-01-15,Ayam,Protein,35000,42,0,0
2022-01-16,Ayam,Protein,35000,46,0,0
2022-01-17,Ayam,Protein,35000,34,0,0
2022-01-18,Ayam,Protein,35000,40,0,0
2022-01-19,Ayam,Protein,35000,39,0,0
2022-01-20,Ayam,Protein,35000,32,0,0
2022-01-21,Ayam,Protein,35000,35,0,0
2022-01-22,Ayam,Protein,35000,51,0,0
2022-01-23,Ayam,Protein,35000,45,0,0
2022-01-24,Ayam,Protein,35000,38,0,0
2022-01-25,Ayam,Protein,35000,34,0,0
2022-01-26,Ayam,Protein,35000,41,0,0
2022-01-27,Ayam,Protein,35000,31,0,0
2022-01-28,Ayam,Protein,35000,42,0,0
2022-01-29,Ayam,Protein,35000,54,0,0
2022-01-30,Ayam,Protein,35000,46,0,0
2022-01-31,Ayam,Protein,35000,41,0,0
2022-02-01,Ayam,Protein,35000,39,0,0
2022-02-02,Ayam,Protein,35000,41,0,0
2022-02-03,Ayam,Protein,35000,33,0,0
2022-02-04,Ayam,Protein,35000,51,0,0
2022-02-05,Ayam,Protein,35000,48,0,0
2022-02-06,Ayam,Protein,35000,60,0,0
2022-02-07,Ayam,Protein,35000,17,0,0
2022-02-08,Ayam,Protein,35000,52,0,0
2022-02-09,Ayam,Protein,35000,38,0,0
2022-02-10,Ayam,Protein,35000,48,0,0
2022-02-11,Ayam,Protein,35000,51,0,0
2022-02-12,Ayam,Protein,31500,63,1,0
2022-02-13,Ayam,Protein,31500,77,1,0
2022-02-14,Ayam,Protein,31500,56,1,0
2022-02-15,Ayam,Protein,35000,58,0,0
2022-02-16,Ayam,Protein,35000,51,0,0
2022-02-17,Ayam,Protein,35000,51,0,0
2022-02-18,Ayam,Protein,35000,35,0,0
2022-02-19,Ayam,Protein,35000,40,0,0
2022-02-20,Ayam,Protein,35000,53,0,0
2022-02-21,Ayam,Protein,35000,46,0,0
2022-02-22,Ayam,Protein,35000,48,0,0
2022-02-23,Ayam,Protein,35000,32,0,0
2022-02-24,Ayam,Protein,35000,50,0,0
2022-02-25,Ayam,Protein,35000,45,0,0
2022-02-26,Ayam,Protein,35000,71,0,0
2022-02-27,Ayam,Protein,35000,57,0,0
2022-02-28,Ayam,Protein,35000,35,0,0
2022-03-01,Ayam,Protein,35000,40,0,0
2022-03-02,Ayam,Protein,35000,51,0,0
2022-03-03,Ayam,Protein,35000,37,0,0
2022-03-04,Ayam,Protein,35000,53,0,0
2022-03-05,Ayam,Protein,35000,53,0,0
2022-03-06,Ayam,Protein,35000,91,0,0
2022-03-07,Ayam,Protein,35000,52,0,0
2022-03-08,Ayam,Protein,35000,63,0,0
2022-03-09,Ayam,Protein,35000,68,0,0
2022-03-10,Ayam,Protein,35000,44,0,0
2022-03-11,Ayam,Protein,35000,57,0,0
2022-03-12,Ayam,Protein,35000,68,0,0
2022-03-13,Ayam,Protein,35000,62,0,0
2022-03-14,Ayam,Protein,35000,52,0,0
2022-03-15,Ayam,Protein,35000,51,0,0
2022-03-16,Ayam,Protein,35000,44,0,0
2022-03-17,Ayam,Protein,31500,66,1,0
2022-03-18,Ayam,Protein,31500,53,1,0
2022-03-19,Ayam,Protein,31500,81,1,0
2022-03-20,Ayam,Protein,35000,50,0,0
2022-03-21,Ayam,Protein,35000,48,0,0
2022-03-22,Ayam,Protein,35000,52,0,0
2022-03-23,Ayam,Protein,35000,44,0,0
2022-03-24,Ayam,Protein,35000,50,0,0
2022-03-25,Ayam,Protein,35000,50,0,0
2022-03-26,Ayam,Protein,35000,86,0,0
2022-03-27,Ayam,Protein,35000,79,0,0
2022-03-28,Ayam,Protein,35000,56,0,0
2022-03-29,Ayam,Protein,35000,38,0,0
2022-03-30,Ayam,Protein,35000,51,0,0
2022-03-31,Ayam,Protein,35000,53,0,0
2022-04-01,Ayam,Protein,35000,58,0,0
2022-04-02,Ayam,Protein,35000,72,0,0
2022-04-03,Ayam,Protein,35000,81,0,0
2022-04-04,Ayam,Protein,35000,61,0,0
2022-04-05,Ayam,Protein,35000,57,0,0
2022-04-06,Ayam,Protein,35000,55,0,0
2022-04-07,Ayam,Protein,35000,69,0,0
2022-04-08,Ayam,Protein,35000,47,0,0
2022-04-09,Ayam,Protein,35000,97,0,0
2022-04-10,Ayam,Protein,35000,74,0,0
2022-04-11,Ayam,Protein,35000,59,0,0
2022-04-12,Ayam,Protein,35000,57,0,0
2022-04-13,Ayam,Protein,35000,58,0,0
2022-04-14,Ayam,Protein,35000,52,0,0
2022-04-15,Ayam,Protein,35000,65,0,0
2022-04-16,Ayam,Protein,35000,78,0,0
2022-04-17,Ayam,Protein,35000,82,0,0
2022-04-18,Ayam,Protein,35000,77,0,0
2022-04-19,Ayam,Protein,31500,79,1,0
2022-04-20,Ayam,Protein,31500,78,1,0
2022-04-21,Ayam,Protein,31500,62,1,0
2022-04-22,Ayam,Protein,35000,67,0,0
2022-04-23,Ayam,Protein,35000,68,0,0
2022-04-24,Ayam,Protein,35000,85,0,0
2022-04-25,Ayam,Protein,35000,69,0,0
2022-04-26,Ayam,Protein,35000,75,0,0
2022-04-27,Ayam,Protein,35000,57,0,0
2022-04-28,Ayam,Protein,35000,44,0,0
2022-04-29,Ayam,Protein,35000,52,0,0
2022-04-30,Ayam,Protein,35000,85,0,0
2022-05-01,Ayam,Protein,35000,85,0,0
2022-05-02,Ayam,Protein,35000,129,0,1
2022-05-03,Ayam,Protein,35000,133,0,1
2022-05-04,Ayam,Protein,35000,63,0,0
2022-05-05,Ayam,Protein,35000,77,0,0
2022-05-06,Ayam,Protein,35000,70,0,0
2022-05-07,Ayam,Protein,35000,95,0,0
2022-05-08,Ayam,Protein,35000,82,0,0
2022-05-09,Ayam,Protein,35000,58,0,0
2022-05-10,Ayam,Protein,35000,67,0,0
2022-05-11,Ayam,Protein,35000,51,0,0
2022-05-12,Ayam,Protein,35000,49,0,0
2022-05-13,Ayam,Protein,35000,85,0,0
2022-05-14,Ayam,Protein,35000,106,0,0
2022-05-15,Ayam,Protein,35000,75,0,0
2022-05-16,Ayam,Protein,35000,72,0,0
2022-05-17,Ayam,Protein,35000,65,0,0
2022-05-18,Ayam,Protein,35000,73,0,0
2022-05-19,Ayam,Protein,35000,68,0,0
2022-05-20,Ayam,Protein,35000,55,0,0
2022-05-21,Ayam,Protein,35000,51,0,0
2022-05-22,Ayam,Protein,31500,113,1,0
2022-05-23,Ayam,Protein,31500,60,1,0
2022-05-24,Ayam,Protein,31500,72,1,0
2022-05-25,Ayam,Protein,35000,83,0,0
2022-05-26,Ayam,Protein,35000,38,0,0
2022-05-27,Ayam,Protein,35000,85,0,0
2022-05-28,Ayam,Protein,35000,97,0,0
2022-05-29,Ayam,Protein,35000,85,0,0
2022-05-30,Ayam,Protein,35000,61,0,0
2022-05-31,Ayam,Protein,35000,57,0,0
2022-06-01,Ayam,Protein,35000,61,0,0
2022-06-02,Ayam,Protein,35000,62,0,0
2022-06-03,Ayam,Protein,35000,86,0,0
2022-06-04,Ayam,Protein,35000,97,0,0
2022-06-05,Ayam,Protein,35000,91,0,0
2022-06-06,Ayam,Protein,35000,69,0,0
2022-06-07,Ayam,Protein,35000,78,0,0
2022-06-08,Ayam,Protein,35000,65,0,0
2022-06-09,Ayam,Protein,35000,55,0,0
2022-06-10,Ayam,Protein,35000,68,0,0
2022-06-11,Ayam,Protein,35000,71,0,0
2022-06-12,Ayam,Protein,35000,77,0,0
2022-06-13,Ayam,Protein,35000,65,0,0
2022-06-14,Ayam,Protein,35000,79,0,0
2022-06-15,Ayam,Protein,35000,62,0,0
2022-06-16,Ayam,Protein,35000,42,0,0
2022-06-17,Ayam,Protein,35000,58,0,0
2022-06-18,Ayam,Protein,35000,78,0,0
2022-06-19,Ayam,Protein,35000,81,0,0
2022-06-20,Ayam,Protein,35000,61,0,0
2022-06-21,Ayam,Protein,35000,88,0,0
2022-06-22,Ayam,Protein,35000,43,0,0
2022-06-23,Ayam,Protein,35000,68,0,0
2022-06-24,Ayam,Protein,31500,57,1,0
2022-06-25,Ayam,Protein,31500,98,1,0
2022-06-26,Ayam,Protein,31500,109,1,0
2022-06-27,Ayam,Protein,35000,53,0,0
2022-06-28,Ayam,Protein,35000,76,0,0
2022-06-29,Ayam,Protein,35000,74,0,0
2022-06-30,Ayam,Protein,35000,68,0,0
2022-07-01,Ayam,Protein,35000,38,0,0
2022-07-02,Ayam,Protein,35000,83,0,0
2022-07-03,Ayam,Protein,35000,72,0,0
2022-07-04,Ayam,Protein,35000,83,0,0
2022-07-05,Ayam,Protein,35000,69,0,0
2022-07-06,Ayam,Protein,35000,55,0,0
2022-07-07,Ayam,Protein,35000,71,0,0
2022-07-08,Ayam,Protein,35000,80,0,0
2022-07-09,Ayam,Protein,35000,88,0,0
2022-07-10,Ayam,Protein,35000,131,0,0
2022-07-11,Ayam,Protein,35000,62,0,0
2022-07-12,Ayam,Protein,35000,76,0,0
2022-07-13,Ayam,Protein,35000,37,0,0
2022-07-14,Ayam,Protein,35000,64,0,0
2022-07-15,Ayam,Protein,35000,66,0,0
2022-07-16,Ayam,Protein,35000,92,0,0
2022-07-17,Ayam,Protein,35000,83,0,0
2022-07-18,Ayam,Protein,35000,77,0,0
2022-07-19,Ayam,Protein,35000,65,0,0
2022-07-20,Ayam,Protein,35000,53,0,0
2022-07-21,Ayam,Protein,35000,67,0,0
2022-07-22,Ayam,Protein,35000,62,0,0
2022-07-23,Ayam,Protein,35000,52,0,0
2022-07-24,Ayam,Protein,35000,89,0,0
2022-07-25,Ayam,Protein,35000,59,0,0
2022-07-26,Ayam,Protein,35000,71,0,0
2022-07-27,Ayam,Protein,31500,84,1,0
2022-07-28,Ayam,Protein,31500,62,1,0
2022-07-29,Ayam,Protein,31500,73,1,0
2022-07-30,Ayam,Protein,35000,99,0,0
2022-07-31,Ayam,Protein,35000,75,0,0
2022-08-01,Ayam,Protein,35000,64,0,0
2022-08-02,Ayam,Protein,35000,66,0,0
2022-08-03,Ayam,Protein,35000,55,0,0
2022-08-04,Ayam,Protein,35000,57,0,0
2022-08-05,Ayam,Protein,35000,55,0,0
2022-08-06,Ayam,Protein,35000,63,0,0
2022-08-07,Ayam,Protein,35000,71,0,0
2022-08-08,Ayam,Protein,35000,42,0,0
2022-08-09,Ayam,Protein,35000,60,0,0
2022-08-10,Ayam,Protein,35000,58,0,0
2022-08-11,Ayam,Protein,35000,45,0,0
2022-08-12,Ayam,Protein,35000,63,0,0
2022-08-13,Ayam,Protein,35000,82,0,0
2022-08-14,Ayam,Protein,35000,73,0,0
2022-08-15,Ayam,Protein,35000,57,0,0
2022-08-16,Ayam,Protein,35000,58,0,0
2022-08-17,Ayam,Protein,35000,59,0,0
2022-08-18,Ayam,Protein,35000,68,0,0
2022-08-19,Ayam,Protein,35000,62,0,0
2022-08-20,Ayam,Protein,35000,66,0,0
2022-08-21,Ayam,Protein,35000,78,0,0
2022-08-22,Ayam,Protein,35000,67,0,0
2022-08-23,Ayam,Protein,35000,57,0,0
2022-08-24,Ayam,Protein,35000,66,0,0
2022-08-25,Ayam,Protein,35000,59,0,0
2022-08-26,Ayam,Protein,35000,51,0,0
2022-08-27,Ayam,Protein,35000,79,0,0
2022-08-28,Ayam,Protein,35000,86,0,0
2022-08-29,Ayam,Protein,31500,60,1,0
2022-08-30,Ayam,Protein,31500,63,1,0
2022-08-31,Ayam,Protein,31500,72,1,0
2022-09-01,Ayam,Protein,35000,48,0,0
2022-09-02,Ayam,Protein,35000,44,0,0
2022-09-03,Ayam,Protein,35000,70,0,0
2022-09-04,Ayam,Protein,35000,88,0,0
2022-09-05,Ayam,Protein,35000,57,0,0
2022-09-06,Ayam,Protein,35000,54,0,0
2022-09-07,Ayam,Protein,35000,58,0,0
2022-09-08,Ayam,Protein,35000,58,0,0
2022-09-09,Ayam,Protein,35000,49,0,0
2022-09-10,Ayam,Protein,35000,61,0,0
2022-09-11,Ayam,Protein,35000,57,0,0
2022-09-12,Ayam,Protein,35000,50,0,0
2022-09-13,Ayam,Protein,35000,45,0,0
2022-09-14,Ayam,Protein,35000,58,0,0
